,Metal_Dopant_1 Relative Atomic Mass,Metal_Dopant_1 Atomic Number,Metal_Dopant_1 Period,Metal_Dopant_1 Group,Metal_Dopant_1 Ionization Potential,Metal_Dopant_1 Electronegativity,Metal_Dopant_1 Number of d electrons,Metal_Dopant_1 Atomic Radius,Metal_Dopant_2 Relative Atomic Mass,Metal_Dopant_2 Atomic Number,Metal_Dopant_2 Period,Metal_Dopant_2 Group,Metal_Dopant_2 Ionization Potential,Metal_Dopant_2 Electronegativity,Metal_Dopant_2 Number of d electrons,Metal_Dopant_2 Atomic Radius,Metal_Dopant_3 Relative Atomic Mass,Metal_Dopant_3 Atomic Number,Metal_Dopant_3 Period,Metal_Dopant_3 Group,Metal_Dopant_3 Ionization Potential,Metal_Dopant_3 Electronegativity,Metal_Dopant_3 Number of d electrons,Metal_Dopant_3 Atomic Radius,Metal_Dopant_4 Relative Atomic Mass,Metal_Dopant_4 Atomic Number,Metal_Dopant_4 Period,Metal_Dopant_4 Group,Metal_Dopant_4 Ionization Potential,Metal_Dopant_4 Electronegativity,Metal_Dopant_4 Number of d electrons,Metal_Dopant_4 Atomic Radius,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Metal_4_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Hydrothermal Strring,Strong Reductant in liquid,Weak Reductant in liquid,Mixed in solid or liquired,Annealing Temp degree,Annealing Time min,Annealing Stirring,Annealing Inert,Annealing Reductive,Acid wash or not,Catalyst_Loading mg cm -2,Support Material Loading mg cm -2,support not carbon,Glassy Carbon_0/Carbon Paper_1,Proton Concentration M,Current Density mA cm-2,Test Time h,Decay Rate mV/h
180,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.67965588,49.32034412,0,0,25,720 ,1,0,0,0,1100,180,0,0,0,0,0.404,0,0,0,0.1,10,40,3.45
181,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,25,,1,0,0,1,850,720,0,0,0,0,0.404,0,0,0,0.1,10,26.5,8.34
182,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.67965588,49.32034412,0,0,25,720 ,1,0,0,0,1100,180,0,0,0,0,0.404,0,0,0,1,10,10,7
183,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,25,,1,0,0,1,850,720,0,0,0,0,0.404,0,0,0,1,10,7.5,40.8
184,6.941,3,2,1,5.37,0.98,0,145,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.11764706,5.882352941,0,0,25,960 ,1,0,0,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,2,16
185,6.941,3,2,1,5.37,0.98,0,145,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.88888889,11.11111111,0,0,25,960 ,1,0,0,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,2,107.5
186,137.327,56,6,2,5.19,0.89,10,222,192.217,77,6,9,9.1,2.2,7,136,47.867,22,4,4,6.81,1.54,2,147,0,0,0,0,0,0,0,0,50,33.33333333,0.166666667,0,25,,1,0,0,1,1100,2160,0,0,0,0,0.282942121,0,0,0,0.1,10,20,1.18
187,137.327,56,6,2,5.19,0.89,10,222,192.217,77,6,9,9.1,2.2,7,136,114.818,49,5,13,8.95,1.78,10,166,0,0,0,0,0,0,0,0,50,33.33333333,0.166666667,0,25,,1,0,0,1,1100,2160,0,0,0,0,0.282942121,0,0,0,0.1,10,8.2,7.32
188,192.217,77,6,9,9.1,2.2,7,136,54.938,25,4,7,7.4,1.56,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,150,720 ,0,0,0,0,400,360,0,0,0,0,0.075,0.125,1,1,0.1,20,11.11111111,3.15
189,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,150,720 ,0,0,0,0,400,360,0,0,0,0,0.2,0,0,1,0.1,20,11.11111111,5.4
190,192.217,77,6,9,9.1,2.2,7,136,54.938,25,4,7,7.4,1.56,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,150,720 ,0,0,0,0,400,360,0,0,0,0,0.075,0.125,1,1,0.1,10,5.555555556,7.45
191,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,150,720 ,0,0,0,0,400,360,0,0,0,0,0.2,0,0,1,0.1,10,5.555555556,9.37
192,101.07,44,5,8,7.5,2.2,7,134,88.905,39,5,3,6.5,1.22,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,80,480 ,1,0,0,0,1050,720,0,0,0,0,0.206666667,0.041333333,0,0,1,10,5.2,3.85
193,10.811,5,2,13,8.33,2.04,0,98,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,25,,1,0,0,1,900,120,0,0,0,0,0.571,0,0,0,1,10,10,3.8
194,192.217,77,6,9,9.1,2.2,7,136,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,23,0,0,250,180 ,1,0,1,0,25,0,0,0,0,0,0.011136242,0,0,0,0.1,20,4,13
195,192.217,77,6,9,9.1,2.2,7,136,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.60606061,39.39393939,0,0,280,120 ,1,0,1,0,25,0,0,1,0,0,0.018,0.072,0,0,0.1,5,5.56,1.39
196,127.6,52,52,5,16,9.0096,2.1,10,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,200,600 ,0,0,1,0,25,0,0,0,0,0,0.050955414,0.203821656,0,0,1,10,2.777777778,4.68
197,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,160,720 ,0,0,1,0,25,0,0,0,0,0,0.5823,0,0,0,0.1,5,4.5,10.44
198,58.6934,28,4,10,7.61,1.91,8,124,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,50,44,0.06,0,200,600 ,0,0,0,0,400,600,0,0,0,0,0.2,0,0,1,0.1,10,6.62,34.75
199,58.6934,28,4,10,7.61,1.91,8,124,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,50,40,0.1,0,200,600 ,0,0,0,0,400,600,0,0,0,0,0.2,0,0,1,0.1,10,11.111,4.39
200,58.6934,28,4,10,7.61,1.91,8,124,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,50,37.5,0.125,0,200,600 ,0,0,0,0,400,600,0,0,0,0,0.2,0,0,1,0.1,10,11.111,13.76
201,192.217,77,6,9,9.1,2.2,7,136,51.996,24,4,6,6.74,1.66,4,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,25,480 ,1,0,0,0,350,360,0,0,0,0,0.56,0,0,1,1,10,25,1.16
202,118.71,50,5,14,7.37,1.96,10,162,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98267272,0.017327276,0,0,95,120 ,1,0,0,0,300,30,0,0,0,0,0.044829,1.485171,1,0,1,10,12,1.75
203,138.905,57,6,3,5.5,1.1,1,187,192.217,77,6,9,9.1,2.2,7,136,6.941,3,2,1,5.37,0.98,0,145,0,0,0,0,0,0,0,0,53.33333333,33.33333333,0.133333333,0,25,,1,0,0,1,1200,240,0,0,0,0,1,0.2,0,1,0.1,10,12.5,16.32
204,140.904,59,6,3,5.76,1.13,10,182,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,25,,1,0,0,1,1200,240,0,0,0,0,2.857142,0,0,0,0.1,10,16.66666667,4.32
205,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,240,60 ,1,0,1,0,400,240,0,0,1,0,0.020368125,0.046298542,0,0,0.1,10,3,6.67
206,192.217,77,6,9,9.1,2.2,7,136,183.84,74,6,6,7.98,2.36,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,280,120 ,0,0,1,0,25,0,0,1,0,0,0.012,0.048,0,0,0.1,10,8.333333333,1.8
207,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,280,120 ,0,0,1,0,25,0,0,1,0,0,0.012,0.048,0,0,0.1,10,6.25,10.56
208,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.90909091,9.090909091,0,0,255,30 ,1,0,1,0,400,120,0,0,0,0,0.039,0.241,0,0,0.1,10,8,6
209,58.933,27,4,9,7.81,1.88,7,125,54.938,25,4,7,7.4,1.56,5,127,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,48.82308634,48.82308634,0.023538273,0,170,480 ,0,0,1,0,350,120,0,0,0,0,2.411414499,0,0,1,1,10,24,5.46
210,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,180,240 ,0,0,0,0,350,120,0,0,0,0,0.081632653,0.12244898,0,0,1,20,4.166666667,6.24
211,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,80,300 ,0,0,1,0,150,15,0,1,0,0,0.137142857,0.291428571,0,0,1,10,8,5
212,24.305,12,3,2,7.61,1.31,0,160,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2152769,34.7847231,0,0,25,840 ,1,0,0,0,300,240,0,0,0,0,0.275,0,0,0,1,10,30,4.67
213,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,250,60 ,0,0,1,0,25,0,0,0,0,0,0.02,0,0,0,1,15,23.75014,1.5
214,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,250,60 ,0,0,1,0,25,0,0,0,0,0,0.05,0,0,0,1,15,38.05872,1.22
215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,250,60 ,0,0,1,0,25,0,0,0,0,0,0.1,0,0,0,1,15,44.74497,1.23
216,65.38,30,4,12,9.35,1.65,10,138,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.1068144,24.8931856,0,0,25,1440 ,0,0,0,0,300,240,0,0,0,0,0.275,0,0,0,1,10,30,3.4
217,192.217,77,6,9,9.1,2.2,7,136,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,60,180 ,0,1,0,0,25,0,0,0,0,0,0.0255,0,0,0,0.1,5,12,6.08
218,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,70,360 ,1,0,1,0,25,0,0,0,0,0,0.0102,0,0,0,0.1,10,7.2197,15.6
219,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,70,360 ,1,0,1,0,25,0,0,0,0,0,0.0102,0.0408,0,0,0.1,10,12.56738,8.9
220,118.71,50,5,14,7.37,1.96,10,162,192.217,77,6,9,9.1,2.2,7,136,121.76,51,5,15,8.35,2.05,10,159,0,0,0,0,0,0,0,0,76.9086753,16.4036138,0.066877109,0,70,360 ,1,0,1,0,25,0,0,0,0,0,0.0102,0.0408,1,0,0.1,10,15.06546,2.54
221,118.71,50,5,14,7.37,1.96,10,162,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,121.76,51,5,15,8.35,2.05,10,159,48.34218606,36.83511627,0.122783721,0.025443256,240,60 ,1,0,1,0,180,240,0,0,0,0,0.020368125,0.032481616,1,0,0.1,1,20,2.05
222,101.07,44,5,8,7.5,2.2,7,134,22.9897,11,3,1,5.12,0.93,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,25,,1,0,0,1,900,720,0,0,0,0,0.2,0,0,1,0.1,10,6,48.6
223,101.07,44,5,8,7.5,2.2,7,134,22.9897,11,3,1,5.12,0.93,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,25,,1,0,0,1,900,720,0,0,0,0,0.2,0,0,1,0.1,1,6,17.5
224,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,91.224,40,5,4,6,1.33,2,160,0,0,0,0,0,0,0,0,66.03457892,22.86670385,0.110987172,0,180,600 ,0,0,0,0,700,300,0,0,0,1,0.13,0,0,0,0.1,10,20,4.5
225,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.27854454,25.72145546,0,0,180,600 ,0,0,0,0,700,300,0,0,0,1,0.13,0,0,0,0.1,10,30,0.63
226,101.07,44,5,8,7.5,2.2,7,134,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,160,300 ,0,0,1,0,350,120,0,0,0,0,0.101910828,0.50955414,0,0,1,5,10,9
227,101.07,44,5,8,7.5,2.2,7,134,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,160,300 ,0,0,1,0,350,120,0,0,0,0,0.101910828,0.50955414,0,0,0.1,5,10,5.5
228,6.941,3,2,1,5.37,0.98,0,145,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.11764706,5.882352941,0,0,100,180 ,1,0,0,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,2,15.26
229,6.941,3,2,1,5.37,0.98,0,145,192.217,77,6,9,9.1,2.2,7,136,58.6934,28,4,10,7.61,1.91,8,124,0,0,0,0,0,0,0,0,94.11764706,2.941176471,0.029411765,0,100,180 ,1,0,0,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,2,100.33
230,6.941,3,2,1,5.37,0.98,0,145,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.11764706,2.941176471,0.029411765,0,95,90 ,1,0,0,0,25,0,0,0,0,0,0.1,0,0,0,0.1,10,2,15.03
231,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,61.53846154,30.76923077,0.076923077,0,260,40 ,1,0,1,0,25,0,0,1,0,1,0.01777604,0.071104161,0,0,0.1,5,4.99529,9.94
232,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,61.53846154,30.76923077,0.076923077,0,260,10 ,1,0,1,0,25,0,0,0,1,1,0.026659091,0.106636364,0,0,0.1,5,2.99624,22.19
233,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,61.53846154,30.76923077,0.076923077,0,260,35 ,1,0,1,0,25,0,0,0,1,1,0.02751677,0.110067081,0,0,0.1,5,1.80377,33.11
234,101.07,44,5,8,7.5,2.2,7,134,88.905,39,5,3,6.5,1.22,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,80,720 ,1,0,0,0,1100,300,0,0,0,1,0.306,0,0,0,0.1,10,12,3.33
235,101.07,44,5,8,7.5,2.2,7,134,63.546,29,4,11,7.69,1.9,10,128,40.078,20,4,2,6.09,1,0,197,0,0,0,0,0,0,0,0,50,37.5,0.125,0,25,,1,0,0,1,1000,1440,0,0,0,0,0.25,0,0,0,1,10,24,1.25
236,101.07,44,5,8,7.5,2.2,7,134,88.905,39,5,3,6.5,1.22,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,140,720 ,0,0,0,0,1050,720,0,0,0,0,0.275,0,0,0,1,10,12,2.5
237,101.07,44,5,8,7.5,2.2,7,134,88.905,39,5,3,6.5,1.22,1,178,24.305,12,3,2,7.61,1.31,0,160,0,0,0,0,0,0,0,0,50,47.5,0.025,0,140,720 ,0,0,0,0,1050,720,0,0,0,0,0.275,0,0,0,1,10,12,0.17
238,183.84,74,6,6,7.98,2.36,4,141,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,80,10080 ,1,0,0,0,900,10,0,0,1,0,0.125,0,0,0,0.1,1,100,0.2
239,183.84,74,6,6,7.98,2.36,4,141,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,80,10080 ,1,0,0,0,900,10,0,0,1,0,0.125,0,0,0,0.1,10,100,0.26
240,58.933,27,4,9,7.81,1.88,7,125,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.36756634,25.63243366,0,0,25,1440 ,1,0,0,0,300,120,0,0,0,0,0.12845,0.22155,0,0,1,10,8,8.88
241,54.938,25,4,7,7.4,1.56,5,127,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.99443235,27.00556765,0,0,25,10 ,1,0,0,0,400,360,0,0,0,0,0.0955,0.1045,1,1,0.1,10,24.07,3.96
242,183.84,74,6,6,7.98,2.36,4,141,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3,6.7,0,0,180,1080 ,0,0,0,0,600,30,0,0,0,0,3.7,0,0,1,1,10,20,2.64
243,183.84,74,6,6,7.98,2.36,4,141,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3,6.7,0,0,180,1080 ,0,0,0,0,700,2160,0,0,1,0,3.7,0,0,1,1,10,11,12.28
244,58.6934,28,4,10,7.61,1.91,8,124,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,25,,1,0,0,0,250,60,0,0,0,1,0.1232,0.1968,0,0,1,10,3,58
245,58.6934,28,4,10,7.61,1.91,8,124,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,25,,1,0,0,0,250,60,0,0,0,1,1.155,1.845,0,1,1,10,24,2
246,101.07,44,5,8,7.5,2.2,7,134,32.065,16,3,16,10.31,2.58,0,127,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,60.69651741,19.65174129,0.196517413,0,210,300 ,1,0,1,1,350,240,0,0,0,0,0.078,0.312,0,0,1,10,5,21.6
247,101.07,44,5,8,7.5,2.2,7,134,32.065,16,3,16,10.31,2.58,0,127,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,60.69651741,19.65174129,0.196517413,0,210,300 ,1,0,1,0,350,240,0,0,0,1,0.078,0.312,0,0,1,10,5,4.8
248,101.07,44,5,8,7.5,2.2,7,134,32.065,16,3,16,10.31,2.58,0,127,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,60.69651741,19.65174129,0.196517413,0,210,300 ,1,0,1,0,350,240,0,0,0,1,0.078,0.312,0,0,1,10,10,3.3
249,101.07,44,5,8,7.5,2.2,7,134,32.065,16,3,16,10.31,2.58,0,127,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,60.69651741,19.65174129,0.196517413,0,210,300 ,1,0,1,0,350,240,0,0,0,1,0.078,0.312,0,0,1,10,20,3.1
250,101.07,44,5,8,7.5,2.2,7,134,32.065,16,3,16,10.31,2.58,0,127,63.546,29,4,11,7.69,1.9,10,128,0,0,0,0,0,0,0,0,60.69651741,19.65174129,0.196517413,0,210,300 ,1,0,1,0,350,240,0,0,0,1,0.58,2.32,0,1,1,10,250,0.18
251,195.084,78,6,10,8.9,2.28,9,139,58.933,27,4,9,7.81,1.88,7,125,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,37.5,37.5,0.25,0,260,120 ,1,0,1,0,400,60,0,0,0,0,0.043528477,0.168392053,0,0,0.1,10,20,4.58
252,195.084,78,6,10,8.9,2.28,9,139,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,260,120 ,1,0,1,0,400,60,0,0,0,0,0.049207947,0.162712583,0,0,0.1,10,20,7.98
253,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,280,120 ,1,0,1,0,400,60,0,0,0,0,0.042384106,0.169536424,0,0,0.1,10,7.25134,19.49
254,195.084,78,6,10,8.9,2.28,9,139,58.933,27,4,9,7.81,1.88,7,125,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,37.5,37.5,0.25,0,260,120 ,1,0,1,0,400,60,0,0,0,0,0.043528477,0.168392053,0,0,0.1,10,100,1.3
255,192.217,77,6,9,9.1,2.2,7,136,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.90909091,9.090909091,0,0,25,60 ,1,1,0,0,25,0,0,0,0,1,0.106,0.106,0,0,0.1,10,14,3.14
256,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,720 ,0,0,0,0,450,120,0,1,0,0,0.072352,0.172448,0,0,1,1,0,47.05
257,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,720 ,0,0,0,0,450,120,0,1,0,0,0.118048,0.126752,0,0,1,1,0,15.71
258,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,720 ,0,0,0,0,450,120,0,1,0,0,0.140658,0.104142,0,0,1,1,0,39.92
259,58.6934,28,4,10,7.61,1.91,8,124,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.45048597,7.549514027,0,0,120,13 ,1,0,1,0,200,23,0,0,1,1,0.013640458,0,0,0,0.1,1,15,1.37
260,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25,600 ,1,0,0,0,350,120,0,0,0,0,1.7,0,0,1,1,50,50,1.68
261,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.34844617,2.651553831,0,0,25,180 ,1,0,0,0,400,180,0,0,0,0,0.102040816,0,0,0,0.1,10,200,0.43
262,58.933,27,4,9,7.81,1.88,7,125,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.34844617,2.651553831,0,0,25,,1,1,0,0,25,0,0,0,0,0,0.000714286,0.101326531,1,0,0.1,10,17.35,9.11
263,101.07,44,5,8,7.5,2.2,7,134,192.217,77,6,9,9.1,2.2,7,136,58.933,27,4,9,7.81,1.88,7,125,0,0,0,0,0,0,0,0,44.44444444,44.44444444,0.111111111,0,198,180 ,1,0,1,0,25,0,0,0,0,0,0.051020408,0,0,0,0.1,10,25,5.72
264,196.966,79,6,11,9.19,2.54,10,144,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,0,0,220,180 ,1,0,1,0,25,0,0,0,0,0,0.06,0.24,0,0,1,10,30,-0.37
265,88.905,39,5,3,6.5,1.22,1,178,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.46149773,48.53850227,0,0,80,300 ,1,0,0,0,1000,720,0,0,0,0,0.16,0.16,0,0,0.1,10,24,-0.46
266,78.96,34,4,16,9.5,2.55,10,140,101.07,44,5,8,7.5,2.2,7,134,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,65.82933878,32.48408078,0.016865804,0,180,720 ,1,1,0,0,300,600,0,0,0,0,0.098533793,0.39413517,0,0,1,10,100,0.07
267,78.96,34,4,16,9.5,2.55,10,140,101.07,44,5,8,7.5,2.2,7,134,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,66.51016343,32.82003984,0.006697967,0,180,720 ,1,1,0,0,300,600,0,0,0,0,0.064810541,0.259242165,0,0,1,10,66.38529,1.55
268,78.96,34,4,16,9.5,2.55,10,140,101.07,44,5,8,7.5,2.2,7,134,195.084,78,6,10,8.9,2.28,9,139,0,0,0,0,0,0,0,0,64.58747543,31.87127211,0.035412525,0,180,720 ,1,1,0,0,300,600,0,0,0,0,0.074931614,0.299726456,0,0,1,10,37.23641,2.59
269,22.9897,11,3,1,5.12,0.93,0,190,101.07,44,5,8,7.5,2.2,7,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.28194296,8.718057041,0,0,25,,1,0,0,0,450,180,0,0,0,0,0.404,0,0,0,0.1,10,60,1.28
270,101.07,44,5,8,7.5,2.2,7,134,88.905,39,5,3,6.5,1.22,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,300,120 ,0,0,0,0,550,300,0,0,0,0,0.75,0.75,0,1,0.1,10,20,-0.01
271,101.07,44,5,8,7.5,2.2,7,134,87.62,38,5,2,5.67,0.95,10,215,192.217,77,6,9,9.1,2.2,7,136,0,0,0,0,0,0,0,0,62.5,25,0.125,0,25,4320 ,0,0,0,0,500,60,0,0,0,0,1.5,0.6,0,1,1,10,30,1
